"",".id","Freq","Var1","lon","lat"
"323","CARMO DO PARANAIBA - MINAS GERAIS",1,"Not accessed",-46.3092966,-19.0021334
"324","CARMO DO RIO CLARO - MINAS GERAIS",2,"Accessed",-46.1153593,-20.9740903
"325","CARMO DO RIO CLARO - MINAS GERAIS",1,"Not accessed",-46.1153593,-20.9740903
"326","CARMO - RIO DE JANEIRO",1,"Not accessed",-42.605043,-21.9314519
"327","CARRANCAS - MINAS GERAIS",1,"Accessed",-44.6449934,-21.4902526
"328","CARRANCAS - MINAS GERAIS",1,"Not accessed",-44.6449934,-21.4902526
"329","CARVALHOPOLIS - MINAS GERAIS",2,"Not accessed",-45.8417096,-21.7783171
"330","CASA GRANDE - MINAS GERAIS",1,"Not accessed",-43.9347214,-20.7930068
"331","Cascavel - Paraná",14,"Accessed",-53.4595112,-24.9577771
"332","Cascavel - Paraná",34,"Not accessed",-53.4595112,-24.9577771
"333","Casimiro de Abreu - RIO DE JANEIRO",1,"Not accessed",-42.2015431,-22.4836725
"334","CASIMIRO DE ABREU - RIO DE JANEIRO",4,"Accessed",-42.2015431,-22.4836725
"335","CASIMIRO DE ABREU - RIO DE JANEIRO",10,"Not accessed",-42.2015431,-22.4836725
"336","CASSIA - MINAS GERAIS",2,"Not accessed",-46.9191627,-20.584905
"337","Castro - Paraná",4,"Accessed",-50.0112458,-24.7895729
"338","Castro - Paraná",5,"Not accessed",-50.0112458,-24.7895729
"339","CATAGUASES - MINAS GERAIS",7,"Accessed",-42.6900532,-21.3928819
"340","CATAGUASES - MINAS GERAIS",15,"Not accessed",-42.6900532,-21.3928819
"341","Catanduvas - Paraná",1,"Accessed",-53.1553309,-25.204834
"342","Catanduvas - Paraná",2,"Not accessed",-53.1553309,-25.204834
"343","CATUTI - MINAS GERAIS",1,"Accessed",-42.9625111,-15.3603135
"344","CATUTI - MINAS GERAIS",3,"Not accessed",-42.9625111,-15.3603135
"345","CAXAMBU - MINAS GERAIS",2,"Accessed",-44.933146,-21.9779659
"346","CAXAMBU - MINAS GERAIS",3,"Not accessed",-44.933146,-21.9779659
"347","CEDRO DO ABAETE - MINAS GERAIS",1,"Not accessed",-45.71242,-19.14624
"348","CENTRALINA - MINAS GERAIS",1,"Accessed",-49.2018495,-18.5856789
"349","CENTRALINA - MINAS GERAIS",4,"Not accessed",-49.2018495,-18.5856789
"350","Cerro Azul - Paraná",2,"Not accessed",-49.2540989,-24.8226174
"351","Céu Azul - Paraná",1,"Accessed",-53.8419828,-25.1493515
"352","Céu Azul - Paraná",1,"Not accessed",-53.8419828,-25.1493515
"353","CHALE - MINAS GERAIS",5,"Accessed",-41.6901079,-20.045815
"354","CHALE - MINAS GERAIS",7,"Not accessed",-41.6901079,-20.045815
"355","CHAPADA DO NORTE - MINAS GERAIS",2,"Accessed",-42.5395815,-17.0885873
"356","CHAPADA DO NORTE - MINAS GERAIS",12,"Not accessed",-42.5395815,-17.0885873
"357","CHAPADA DOS GUIMARAES - MATO GROSSO",1,"Accessed",-55.7503491,-15.4647751
"358","CHAPADA GAUCHA - MINAS GERAIS",1,"Accessed",-45.6252,-15.2985719
"359","CHAPADA GAUCHA - MINAS GERAIS",3,"Not accessed",-45.6252,-15.2985719
"360","CHIADOR - MINAS GERAIS",1,"Accessed",-43.0563802,-22.0031073
"361","Chopinzinho - Paraná",6,"Accessed",-52.5177958,-25.8520285
"362","Chopinzinho - Paraná",1,"Not accessed",-52.5177958,-25.8520285
"363","Cianorte - Paraná",2,"Not accessed",-52.6068521,-23.6602867
"364","cidade gaucha parana",1,"Not accessed",-52.9448065,-23.3826338
"365","Cidade Gaúcha - Paraná",1,"Accessed",-52.9448065,-23.3826338
"366","Cidade Gaúcha - Paraná",4,"Not accessed",-52.9448065,-23.3826338
"367","CIPOTANEA - MINAS GERAIS",2,"Not accessed",-43.365397,-20.904866
"368","CLARO DOS POCOES - MINAS GERAIS",1,"Accessed",-44.2857937,-17.0876402
"369","CLARO DOS POCOES - MINAS GERAIS",1,"Not accessed",-44.2857937,-17.0876402
"370","CLAUDIO - MINAS GERAIS",5,"Accessed",-44.7677535,-20.444154
"371","CLAUDIO - MINAS GERAIS",1,"Not accessed",-44.7677535,-20.444154
"372","Clevelândia - Paraná",1,"Accessed",-52.3513777,-26.405171
"373","Clevelândia - Paraná",2,"Not accessed",-52.3513777,-26.405171
"374","COIMBRA - MINAS GERAIS",2,"Accessed",-42.801546,-20.8577313
"375","Colombo - Paraná",3,"Accessed",-49.2266344,-25.2929784
"376","Colombo - Paraná",11,"Not accessed",-49.2266344,-25.2929784
"377","Colorado - Paraná",4,"Not accessed",-51.9747879,-22.8378951
"378","COMENDADOR LEVY GASPARIAN - RIO DE JANEIRO",2,"Accessed",-43.2059216,-22.0294433
"379","COMENDADOR LEVY GASPARIAN - RIO DE JANEIRO",2,"Not accessed",-43.2059216,-22.0294433
"380","COMERCINHO - MINAS GERAIS",1,"Not accessed",-41.7949225,-16.296723
"381","CONCEICAO DA APARECIDA - MINAS GERAIS",2,"Not accessed",-46.2053454,-21.0965056
"382","CONCEICAO DAS ALAGOAS - MINAS GERAIS",10,"Accessed",-48.3843897,-19.9176254
"383","CONCEICAO DAS ALAGOAS - MINAS GERAIS",10,"Not accessed",-48.3843897,-19.9176254
"384","CONCEICAO DE IPANEMA - MINAS GERAIS",2,"Accessed",-41.6921988,-19.9297827
"385","CONCEICAO DE MACABU - RIO DE JANEIRO",1,"Accessed",-41.8722789,-22.0838675
"386","CONCEICAO DE MACABU - RIO DE JANEIRO",4,"Not accessed",-41.8722789,-22.0838675
"387","CONCEICAO DO MATO DENTRO - MINAS GERAIS",3,"Accessed",-43.4228532,-19.0344921
"388","CONCEICAO DO MATO DENTRO - MINAS GERAIS",1,"Not accessed",-43.4228532,-19.0344921
"389","CONCEICAO DO PARA - MINAS GERAIS",3,"Accessed",-44.8949317,-19.746077
"390","CONCEICAO DO PARA - MINAS GERAIS",2,"Not accessed",-44.8949317,-19.746077
"391","CONCEICAO DO RIO VERDE - MINAS GERAIS",3,"Accessed",-45.0881465,-21.880357
"392","CONCEICAO DO RIO VERDE - MINAS GERAIS",3,"Not accessed",-45.0881465,-21.880357
"393","CONCEICAO DOS OUROS - MINAS GERAIS",4,"Accessed",-45.7975235,-22.4126179
"394","CONCEICAO DOS OUROS - MINAS GERAIS",1,"Not accessed",-45.7975235,-22.4126179
"395","CONEGO MARINHO - MINAS GERAIS",1,"Accessed",-44.4142053,-15.2965315
"396","CONEGO MARINHO - MINAS GERAIS",1,"Not accessed",-44.4142053,-15.2965315
"397","CÔNEGO MARINHO - MINAS GERAIS",1,"Not accessed",-44.4142053,-15.2965315
"398","CONFINS - MINAS GERAIS",3,"Not accessed",-43.9935608,-19.6286625
"399","CONGONHAL - MINAS GERAIS",1,"Accessed",-46.0429003,-22.1550254
"400","CONGONHAS",1,"Not accessed",-43.8553274,-20.5059649
"401","CONGONHAS DO NORTE - MINAS GERAIS",1,"Not accessed",-43.6782577,-18.8108522
"402","CONGONHAS - MINAS GERAIS",15,"Accessed",-43.8553274,-20.5059649
"403","CONGONHAS - MINAS GERAIS",38,"Not accessed",-43.8553274,-20.5059649
"404","Congonhinhas - Paraná",1,"Accessed",-50.5573505,-23.5497903
"405","CONSELHEIRO LAFAIETE",1,"Not accessed",-43.7850227,-20.6639305
"406","CONSELHEIRO LAFAIETE - MINAS GERAIS",19,"Accessed",-43.7850227,-20.6639305
"407","CONSELHEIRO LAFAIETE - MINAS GERAIS",36,"Not accessed",-43.7850227,-20.6639305
"408","Conselheiro Pena- MINAS GERAIS",1,"Not accessed",-41.4713492,-19.1790481
"409","CONSELHEIRO PENA - MINAS GERAIS",2,"Accessed",-41.4713492,-19.1790481
"410","CONSELHEIRO PENA - MINAS GERAIS",4,"Not accessed",-41.4713492,-19.1790481
"411","CONSOLACAO - MINAS GERAIS",1,"Not accessed",-45.9239831,-22.5529547
"412","Contagem Minas Gerais",1,"Not accessed",-44.0808763,-19.9161508
"413","Contagem- Minas Gerais",1,"Not accessed",-44.0808763,-19.9161508
"414","CONTAGEM - MINAS GERAIS",89,"Accessed",-44.0808763,-19.9161508
"415","CONTAGEM - MINAS GERAIS",129,"Not accessed",-44.0808763,-19.9161508
"416","Contenda - Paraná",2,"Accessed",-49.5355225,-25.6793029
"417","Contenda - Paraná",7,"Not accessed",-49.5355225,-25.6793029
"418","CORACAO DE JESUS - MINAS GERAIS",3,"Accessed",-44.363926,-16.6845294
"419","CORACAO DE JESUS - MINAS GERAIS",2,"Not accessed",-44.363926,-16.6845294
"420","Corbélia - Paraná",1,"Accessed",-53.3010804,-24.7975981
"421","CORDEIRO - RIO DE JANEIRO",2,"Accessed",-42.3652391,-22.027222
"422","CORDEIRO - RIO DE JANEIRO",2,"Not accessed",-42.3652391,-22.027222
"423","CORDISBURGO - MINAS GERAIS",2,"Accessed",-44.3228293,-19.122869
"424","CORDISBURGO - MINAS GERAIS",12,"Not accessed",-44.3228293,-19.122869
"425","CORINTO - MINAS GERAIS",3,"Accessed",-44.4545946,-18.3694386
"426","CORINTO - MINAS GERAIS",2,"Not accessed",-44.4545946,-18.3694386
"427","Cornélio Procópio - Paraná",3,"Accessed",-50.6502479,-23.1833895
"428","Cornélio Procópio - Paraná",3,"Not accessed",-50.6502479,-23.1833895
"429","COROACI - MINAS GERAIS",1,"Accessed",-42.2794946,-18.6160477
"430","COROACI - MINAS GERAIS",4,"Not accessed",-42.2794946,-18.6160477
"431","COROMANDEL - MINAS GERAIS",5,"Accessed",-47.1937843,-18.4738301
"432","COROMANDEL - MINAS GERAIS",9,"Not accessed",-47.1937843,-18.4738301
"433","CORONEL FABRICIANO - MINAS GERAIS",10,"Accessed",-42.6282541,-19.5189752
"434","CORONEL FABRICIANO - MINAS GERAIS",14,"Not accessed",-42.6282541,-19.5189752
"435","CORONEL MURTA - MINAS GERAIS",3,"Accessed",-42.1843424,-16.6153132
"436","CORONEL MURTA - MINAS GERAIS",3,"Not accessed",-42.1843424,-16.6153132
"437","CORONEL PACHECO - MINAS GERAIS",1,"Accessed",-43.2615869,-21.588656
"438","CORONEL PACHECO - MINAS GERAIS",2,"Not accessed",-43.2615869,-21.588656
"439","Coronel Vivida - Paraná",2,"Not accessed",-52.5645577,-25.9771687
"440","CORREGO FUNDO - MINAS GERAIS",2,"Accessed",-45.5548332,-20.4502059
"441","CORREGO FUNDO - MINAS GERAIS",1,"Not accessed",-45.5548332,-20.4502059
"442","COUTO DE MAGALHAES DE MINAS - MINAS GERAIS",9,"Accessed",-43.4715434,-18.0725817
"443","COUTO DE MAGALHAES DE MINAS - MINAS GERAIS",6,"Not accessed",-43.4715434,-18.0725817
"444","CRISOLITA - MINAS GERAIS",1,"Not accessed",-40.9130546,-17.238629
"445","CRISTAIS - MINAS GERAIS",3,"Accessed",-45.517156,-20.8737623
"446","CRISTAIS - MINAS GERAIS",22,"Not accessed",-45.517156,-20.8737623
"447","CRISTALIA - MINAS GERAIS",1,"Not accessed",-42.8661525,-16.7193865
"448","CRISTIANO OTONI - MINAS GERAIS",3,"Accessed",-43.8132873,-20.823678
"449","CRISTIANO OTONI - MINAS GERAIS",1,"Not accessed",-43.8132873,-20.823678
"450","Cruzeiro do Oeste - Paraná",1,"Accessed",-53.0779407,-23.7804162
"451","Cruzeiro do Sul - Paraná",2,"Not accessed",-52.1626988,-22.962913
"452","CRUZILIA - MINAS GERAIS",8,"Not accessed",-44.8102324,-21.8403227
"453","Cruzília - Minas Gerais",3,"Not accessed",-44.8102324,-21.8403227
"454","Cruzília_Minas Gerais",1,"Not accessed",-44.8102324,-21.8403227
"455","CUIABA - MATO GROSSO",1,"Accessed",-56.0978917,-15.6014109
"456","CUPARAQUE - MINAS GERAIS",1,"Accessed",-41.0982464,-18.9690589
"457","Curitiba - Paraná",57,"Accessed",-49.267137,-25.4289541
"458","Curitiba - Paraná",65,"Not accessed",-49.267137,-25.4289541
"459","CURITIBA - PARANÁ",1,"Accessed",-49.267137,-25.4289541
"460","Curiúva - Paraná",6,"Not accessed",-50.4581175,-24.0366505
"461","Curiúva-Paraná",1,"Not accessed",-50.4581175,-24.0366505
"462","CURVELO - MINAS GERAIS",13,"Accessed",-44.4306733,-18.7532048
"463","CURVELO - MINAS GERAIS",12,"Not accessed",-44.4306733,-18.7532048
"464","DELFIM MOREIRA - MINAS GERAIS",1,"Accessed",-45.2803019,-22.5085014
"465","DELFIM MOREIRA - MINAS GERAIS",1,"Not accessed",-45.2803019,-22.5085014
"466","DELFINOPOLIS - MINAS GERAIS",1,"Accessed",-46.8549424,-20.3448154
"467","DELTA - MINAS GERAIS",1,"Accessed",-47.7757783,-19.9719886
"468","DESCOBERTO - MINAS GERAIS",1,"Accessed",-42.9621748,-21.4604816
"469","DESTERRO DE ENTRE RIOS - MINAS GERAIS",2,"Accessed",-44.3327716,-20.6604014
"470","DESTERRO DE ENTRE RIOS - MINAS GERAIS",2,"Not accessed",-44.3327716,-20.6604014
"471","DESTERRO DO MELO - MINAS GERAIS",1,"Not accessed",-43.5182467,-21.1434836
"472","DIAMANTINA - MINAS GERAIS",7,"Accessed",-43.6035051,-18.2417878
"473","DIAMANTINA - MINAS GERAIS",3,"Not accessed",-43.6035051,-18.2417878
"474","DIOGO DE VASCONCELOS - MINAS GERAIS",2,"Accessed",-43.1990011,-20.4865202
"475","DIONISIO - MINAS GERAIS",2,"Not accessed",-42.7765266,-19.8413453
"476","DIVINESIA - MINAS GERAIS",1,"Accessed",-43.0006708,-20.9921981
"477","DIVINESIA - MINAS GERAIS",12,"Not accessed",-43.0006708,-20.9921981
"478","DIVINO DAS LARANJEIRAS - MINAS GERAIS",2,"Accessed",-41.47847,-18.7759713
"479","DIVINO DAS LARANJEIRAS - MINAS GERAIS",2,"Not accessed",-41.47847,-18.7759713
"480","DIVINO - MINAS GERAIS",7,"Accessed",-42.1442003,-20.6138941
"481","DIVINO - MINAS GERAIS",6,"Not accessed",-42.1442003,-20.6138941
"482","DIVINOPOLIS - MINAS GERAIS",44,"Accessed",-44.8916447,-20.1451261
"483","DIVINOPOLIS - MINAS GERAIS",20,"Not accessed",-44.8916447,-20.1451261
"484","DIVISA ALEGRE - MINAS GERAIS",1,"Accessed",-41.3466725,-15.7225332
"485","DIVISA ALEGRE - MINAS GERAIS",2,"Not accessed",-41.3466725,-15.7225332
"486","DIVISA NOVA - MINAS GERAIS",1,"Accessed",-46.1908215,-21.5096437
"487","DIVISA NOVA - MINAS GERAIS",2,"Not accessed",-46.1908215,-21.5096437
"488","DIVISOPOLIS - MINAS GERAIS",4,"Not accessed",-41.0000685,-15.7258129
"489","Dois Vizinhos - Paraná",1,"Accessed",-53.0616394,-25.7464529
"490","Dois Vizinhos - Paraná",1,"Not accessed",-53.0616394,-25.7464529
"491","DOM CAVATI - MINAS GERAIS",2,"Accessed",-42.1125279,-19.3739393
"492","DOM CAVATI - MINAS GERAIS",1,"Not accessed",-42.1125279,-19.3739393
"493","DOM JOAQUIM - MINAS GERAIS",1,"Not accessed",-43.2551604,-18.9669567
"494","DOM SILVERIO - MINAS GERAIS",1,"Not accessed",-42.9630783,-20.1632107
"495","DORES DE CAMPOS - MINAS GERAIS",1,"Accessed",-44.021097,-21.1144312
"496","DORES DE CAMPOS - MINAS GERAIS",9,"Not accessed",-44.021097,-21.1144312
"497","DORES DO INDAIA - MINAS GERAIS",3,"Not accessed",-45.5963469,-19.4608272
"498","DORES DO TURVO - MINAS GERAIS",3,"Accessed",-43.1890712,-20.974998
"499","DORES DO TURVO - MINAS GERAIS",3,"Not accessed",-43.1890712,-20.974998
"500","Douradina - Paraná",1,"Accessed",-53.2922928,-23.3811911
"501","Doutor Oliveira Castro - Paraná",1,"Accessed",-54.26823,-24.257549
"502","DUQUE DE CAXIAS - RIO DE JANEIRO",11,"Accessed",-43.3053106,-22.7862985
"503","DUQUE DE CAXIAS - RIO DE JANEIRO",16,"Not accessed",-43.3053106,-22.7862985
"504","DURANDE - MINAS GERAIS",3,"Not accessed",-41.7981152,-20.2063046
"505","ELOI MENDES - MINAS GERAIS",3,"Accessed",-45.5660691,-21.6098928
"506","ELOI MENDES - MINAS GERAIS",3,"Not accessed",-45.5660691,-21.6098928
"507","Engenheiro Beltrăo - Paraná",1,"Not accessed",-52.2663696,-23.7975039
"508","ENGENHEIRO CALDAS - MINAS GERAIS",1,"Not accessed",-42.0469413,-19.199584
"509","ENGENHEIRO NAVARRO - MINAS GERAIS",1,"Accessed",-43.9473728,-17.2835946
"510","ENTRE FOLHAS - MINAS GERAIS",1,"Not accessed",-42.2309526,-19.6222944
"511","ENTRE RIOS DE MINAS - MINAS GERAIS",1,"Accessed",-44.0658082,-20.6711148
"512","ERVALIA - MINAS GERAIS",4,"Accessed",-42.6548264,-20.8407471
"513","ERVALIA - MINAS GERAIS",2,"Not accessed",-42.6548264,-20.8407471
"514","ESMERALDAS - MINAS GERAIS",1,"Accessed",-44.1815176,-19.8073042
"515","ESMERALDAS - MINAS GERAIS",3,"Not accessed",-44.1815176,-19.8073042
"516","ESPERA FELIZ - MINAS GERAIS",6,"Accessed",-41.9091697,-20.652044
"517","ESPERA FELIZ - MINAS GERAIS",9,"Not accessed",-41.9091697,-20.652044
"518","ESPINOSA - MINAS GERAIS",1,"Not accessed",-42.8094075,-14.9254028
"519","ESPIRITO SANTO DO PINHAL - SĂO PAULO",1,"Not accessed",-46.7481132,-22.1913564
"520","ESTIVA - MINAS GERAIS",2,"Accessed",-46.019488,-22.4581827
"521","ESTIVA - MINAS GERAIS",3,"Not accessed",-46.019488,-22.4581827
"522","ESTRELA DO SUL - MINAS GERAIS",12,"Accessed",-47.6927332,-18.7450679
"523","ESTRELA DO SUL - MINAS GERAIS",3,"Not accessed",-47.6927332,-18.7450679
"524","EUGENOPOLIS - MINAS GERAIS",2,"Accessed",-42.188235,-21.1006446
"525","EUGENOPOLIS - MINAS GERAIS",1,"Not accessed",-42.188235,-21.1006446
"526","EWBANK DA CAMARA - MINAS GERAIS",3,"Accessed",-43.5072168,-21.5503097
"527","EWBANK DA CAMARA - MINAS GERAIS",1,"Not accessed",-43.5072168,-21.5503097
"528","FAMA - MINAS GERAIS",2,"Accessed",-45.8290502,-21.4093821
"529","FARIA LEMOS - MINAS GERAIS",1,"Accessed",-42.0115475,-20.8060784
"530","Farol - Paraná",1,"Accessed",-52.6227329,-24.0943568
"531","Faxinal do Céu - Paraná",1,"Not accessed",-51.5942828,-25.9092948
"532","Faxinal - Paraná",1,"Not accessed",-51.3231512,-24.0081507
"533","Fazenda Rio Grande - Paraná",3,"Accessed",-49.3077866,-25.6628466
"534","Fazenda Rio Grande - Paraná",3,"Not accessed",-49.3077866,-25.6628466
"535","FELICIO DOS SANTOS - MINAS GERAIS",1,"Accessed",-43.2503789,-18.0779106
"536","FELISBURGO - MINAS GERAIS",1,"Not accessed",-40.7608801,-16.6352969
"537","FELIXLANDIA - MINAS GERAIS",1,"Not accessed",-44.9007942,-18.7511417
"538","FERNANDES TOURINHO - MINAS GERAIS",1,"Accessed",-42.0806541,-19.1545681
"539","FERROS - MINAS GERAIS",1,"Accessed",-43.0196355,-19.2347885
"540","FERROS - MINAS GERAIS",6,"Not accessed",-43.0196355,-19.2347885
"541","FERVEDOURO - MINAS GERAIS",4,"Accessed",-42.2762515,-20.7260722
"542","FERVEDOURO - MINAS GERAIS",5,"Not accessed",-42.2762515,-20.7260722
"543","Figueira - Paraná",1,"Accessed",-50.4060387,-23.848706
"544","Figueira - Paraná",1,"Not accessed",-50.4060387,-23.848706
"545","FLORESTAL - MINAS GERAIS",2,"Accessed",-44.4321752,-19.8885229
"546","FLORESTAL - MINAS GERAIS",17,"Not accessed",-44.4321752,-19.8885229
"547","Florestópolis - Paraná",2,"Not accessed",-51.3886395,-22.862738
"548","FORMIGA - MINAS GERAIS",2,"Accessed",-45.4272201,-20.4622994
"549","FORMIGA - MINAS GERAIS",4,"Not accessed",-45.4272201,-20.4622994
"550","FORMOSO - MINAS GERAIS",3,"Not accessed",-46.2374958,-14.9450818
"551","FORTALEZA - CEARÁ",1,"Not accessed",-38.5266704,-3.7318616
"552","FOZ DO IGUACU - PARANÁ",1,"Not accessed",-54.585391,-25.5162724
"553","Foz do Iguaçu - Paraná",9,"Accessed",-54.585391,-25.5162724
"554","Foz do Iguaçu - Paraná",10,"Not accessed",-54.585391,-25.5162724
"555","Foz do Jordăo - Paraná",3,"Accessed",-52.118809,-25.7377607
"556","Francisco Alves - Paraná",2,"Not accessed",-53.8466295,-24.0671967
"557","Francisco Beltrăo - Paraná",1,"Accessed",-53.05199,-26.0779448
"558","Francisco Beltrăo - Paraná",3,"Not accessed",-53.05199,-26.0779448
"559","FRANCISCO DUMONT - MINAS GERAIS",2,"Accessed",-44.2321193,-17.3111442
"560","FRANCISCO DUMONT - MINAS GERAIS",3,"Not accessed",-44.2321193,-17.3111442
"561","FRANCISCO SA - MINAS GERAIS",6,"Accessed",-43.4911109,-16.4786518
"562","FRANCISCO SA - MINAS GERAIS",12,"Not accessed",-43.4911109,-16.4786518
"563","FREI GASPAR - MINAS GERAIS",2,"Not accessed",-41.432909,-18.0713743
"564","FREI INOCENCIO - MINAS GERAIS",1,"Accessed",-41.9066949,-18.5625456
"565","FREI INOCENCIO - MINAS GERAIS",5,"Not accessed",-41.9066949,-18.5625456
"566","FRUTA DE LEITE - MINAS GERAIS",4,"Not accessed",-42.526767,-16.1161174
"567","FRUTAL - MINAS GERAIS",1,"Not accessed",-48.9359514,-20.0263445
"568","FUNILANDIA - MINAS GERAIS",1,"Accessed",-44.0597068,-19.369218
"569","FUNILANDIA - MINAS GERAIS",3,"Not accessed",-44.0597068,-19.369218
"570","GALILEIA - MINAS GERAIS",8,"Accessed",-41.539043,-19.0009454
"571","GALILEIA - MINAS GERAIS",6,"Not accessed",-41.539043,-19.0009454
"572","GAMELEIRAS - MINAS GERAIS",3,"Not accessed",-43.1253775,-15.0833102
"573","Goioerê - Paraná",1,"Not accessed",-53.0253419,-24.1839559
"574","Goioerę - Paraná",2,"Accessed",-53.0253419,-24.1839559
"575","Goioerę - Paraná",4,"Not accessed",-53.0253419,-24.1839559
"576","GONZAGA - MINAS GERAIS",1,"Accessed",-42.4773058,-18.8200864
"577","GOUVEA - MINAS GERAIS",3,"Accessed",-43.7427018,-18.4524176
"578","GOUVEA - MINAS GERAIS",2,"Not accessed",-43.7427018,-18.4524176
"579","GOVERNADOR VALADARES - MINAS GERAIS",46,"Accessed",-41.9559233,-18.8549317
"580","GOVERNADOR VALADARES - MINAS GERAIS",80,"Not accessed",-41.9559233,-18.8549317
"581","Graciosa - Paraná",1,"Accessed",-52.6088346,-23.0838071
"582","GRAO MOGOL - MINAS GERAIS",3,"Accessed",-42.8932326,-16.5653072
"583","GRUPIARA - MINAS GERAIS",2,"Accessed",-47.7186616,-18.494798
"584","GRUPIARA - MINAS GERAIS",4,"Not accessed",-47.7186616,-18.494798
"585","Guaíra - Paraná",2,"Accessed",-54.256534,-24.0840184
"586","Guaíra - Paraná",7,"Not accessed",-54.256534,-24.0840184
"587","Guamiranga - Paraná",3,"Not accessed",-50.8025957,-25.1916529
"588","GUANHAES - MINAS GERAIS",6,"Accessed",-42.9318313,-18.7710329
"589","GUANHAES - MINAS GERAIS",3,"Not accessed",-42.9318313,-18.7710329
"590","GUAPE - MINAS GERAIS",8,"Accessed",-45.915665,-20.7635597
"591","GUAPE - MINAS GERAIS",14,"Not accessed",-45.915665,-20.7635597
"592","GUAPIMIRIM - RIO DE JANEIRO",1,"Not accessed",-42.9899491,-22.535199
"593","GUARACIABA - MINAS GERAIS",1,"Accessed",-43.0097958,-20.5720578
"594","GUARANESIA - MINAS GERAIS",3,"Accessed",-46.7984919,-21.3018037
"595","GUARANESIA - MINAS GERAIS",2,"Not accessed",-46.7984919,-21.3018037
"596","Guaraniaçu - Paraná",2,"Not accessed",-52.8760334,-25.0973006
"597","GUARANI - MINAS GERAIS",3,"Not accessed",-43.0446891,-21.3599045
"598","Guarapuava-Parana",1,"Not accessed",-51.4628097,-25.3907214
"599","Guarapuava - Paraná",5,"Accessed",-51.4628097,-25.3907214
"600","Guarapuava - Paraná",7,"Not accessed",-51.4628097,-25.3907214
"601","GUARARA - MINAS GERAIS",1,"Accessed",-43.0338442,-21.7308448
"602","GUARARA - MINAS GERAIS",3,"Not accessed",-43.0338442,-21.7308448
"603","GUAXUPE - MINAS GERAIS",2,"Accessed",-46.7084932,-21.3054884
"604","GUAXUPE - MINAS GERAIS",8,"Not accessed",-46.7084932,-21.3054884
"605","Guimarânia MG",1,"Not accessed",-46.790579,-18.8429289
"606","GUIRICEMA - MINAS GERAIS",2,"Accessed",-42.7210644,-21.0103398
"607","GUIRICEMA - MINAS GERAIS",3,"Not accessed",-42.7210644,-21.0103398
"608","HELIODORA - MINAS GERAIS",4,"Not accessed",-45.5457578,-22.0648891
"609","IAPU - MINAS GERAIS",4,"Accessed",-42.215122,-19.4391864
"610","IAPU - MINAS GERAIS",1,"Not accessed",-42.215122,-19.4391864
"611","Ibaiti - Paraná",1,"Not accessed",-50.193139,-23.8473521
"612","Ibema - Paraná",3,"Not accessed",-53.0151195,-25.1118132
"613","IBIAI - MINAS GERAIS",2,"Accessed",-44.9050359,-16.8595393
"614","IBIAI - MINAS GERAIS",4,"Not accessed",-44.9050359,-16.8595393
"615","IBIA - MINAS GERAIS",7,"Accessed",-46.5478397,-19.4754207
"616","IBIA - MINAS GERAIS",3,"Not accessed",-46.5478397,-19.4754207
"617","Ibiporă - Paraná",2,"Not accessed",-51.0527244,-23.2664186
"618","IBIRACATU - MINAS GERAIS",1,"Accessed",-44.1671123,-15.6609818
"619","IBIRACATU - MINAS GERAIS",3,"Not accessed",-44.1671123,-15.6609818
"620","IBIRITE - MINAS GERAIS",8,"Accessed",-44.0572964,-20.0256695
"621","IBIRITE - MINAS GERAIS",9,"Not accessed",-44.0572964,-20.0256695
"622","ICARAI DE MINAS - MINAS GERAIS",1,"Not accessed",-44.903842,-16.2174503
"623","ICruzília-Minas Gerais",1,"Not accessed",-44.8102324,-21.8403227
"624","IGARAPE - MG",1,"Not accessed",-44.2998655,-20.0711521
"625","IGARAPE - MINAS GERAIS",4,"Accessed",-44.2998655,-20.0711521
"626","IGARAPE - MINAS GERAIS",16,"Not accessed",-44.2998655,-20.0711521
"627","IGARATINGA - MINAS GERAIS",3,"Not accessed",-44.7111421,-19.9500874
"628","IGUABA GRANDE - RIO DE JANEIRO",2,"Accessed",-42.2066423,-22.8142407
"629","IGUABA GRANDE - RIO DE JANEIRO",5,"Not accessed",-42.2066423,-22.8142407
"630","IJACI - MINAS GERAIS",2,"Not accessed",-44.9236899,-21.1742703
"631","Ilha do Mel - Paraná",1,"Accessed",-48.3339796,-25.5161867
"632","Ilha do Mel - Paraná",1,"Not accessed",-48.3339796,-25.5161867
"633","ILICINEA - MINAS GERAIS",2,"Accessed",-45.8312808,-20.9407038
"634","ILICINEA - MINAS GERAIS",9,"Not accessed",-45.8312808,-20.9407038
"635","IMBE DE MINAS - MINAS GERAIS",2,"Accessed",-41.9698502,-19.6022049
"636","IMBE DE MINAS - MINAS GERAIS",2,"Not accessed",-41.9698502,-19.6022049
"637","Imbituva - Paraná",1,"Accessed",-50.6048301,-25.2296641
"638","Imbituva - Paraná",4,"Not accessed",-50.6048301,-25.2296641
"639","Inácio Martins - Paraná",2,"Accessed",-51.0774154,-25.5708814
"640","Inajá - Paraná",1,"Not accessed",-52.1999873,-22.7514011
"641","INCONFIDENTES - MINAS GERAIS",1,"Accessed",-46.3268521,-22.3140482
"642","INCONFIDENTES - MINAS GERAIS",2,"Not accessed",-46.3268521,-22.3140482
